sentence,true_label,predicted_label,source
Nutritional risk was detected in 30% of ambulatory ADPKD patients with relatively good renal function.,1,0,Pubmed data.csv
Sixty five million years ago an asteroid caused the extinction of the dinosaurs .,1,0,semeval
"Therefore, it is worthwhile to assess the long term effects of rising TSH levels  and inadequate iodine nutrition during pregnancy on the offspring to prevent even mild iodine deficiency.",0,1,Pubmed data.csv
"Therefore, there is a need to define standard dietary reference intake to determine inadequate iron intakes in the Spanish population.",0,1,Pubmed data.csv
Further mechanistic research in larger cohorts is necessary to reconcile the potential role of T2D in UF risk.,0,1,Pubmed data.csv
"Compared to baseline, endline results demonstrated a significant difference in the total delay between the onset of child's illness and seeking external care, with intervention families having shorter delays.",1,0,Haber
Our observation that angry subjects contribute less could be the result of a change in social preferences or a change in beliefs about the behaviour of others.,1,0,Ssc
"CLINICAL TRIAL REGISTRATION: ClinicalTrials.gov, https://clinicaltrials.gov, NCT00000611.",0,1,Pubmed data.csv
A high degree of neurological involvement in SCI (anatomically higher lesions and AIS A or B) is associated with lower total cholesterol and HDL-c.,1,0,Pubmed data.csv
"Application of either form of therapy  alone may only have relatively miniscule effects on the aforementioned factors, in relation to the aggregate.",1,0,Pubmed data.csv
The performance of TaETM achieves the same results in terms of quality of life and anorectal function as conventional ETM.,1,0,Pubmed data.csv
"We find evidence that Ernst suffered a thrombotic cardiovascular event , i . e . , a myocardial infraction triggered by a blood clot .",1,0,semeval
""" In the long term, breast cancer survivors are at increased risk of mild LV systolic dysfunction, increased NT-proBNP levels, and cardiovascular disease compared with matched controls, even after adjustment for cardiovascular  risk factors.",1,0,Pubmed data.csv
"Our results underline the importance of a careful observers selection, good initial preparation, as well as the necessity  of ongoing training and supervision over the entire course of a longitudinal nutritional study.",0,1,Pubmed data.csv
"Among inpatients with AMI, the lowest mortality was observed in those
with postadmission serum potassium levels between 3.5 and 4.5 mEq/L compared
with those who had higher or lower potassium levels.",0,1,Haber
"Cross-sectional correlations were significant between greater age acceleration
and poorer performance on the lung function, cognition and grip strength measures (r range: 0.07 to 0.05, P range: 9.7 x 103 to 0.024).",0,1,Haber
"They say this finding, published today in Arthritis & Rheumatism, suggests physicians can use these disease markers to screen and treat scleroderma patients proactively.",0,1,Press_Release
"In this large population-based study, statin exposure was significantly associated with histologically confirmed IIM.",1,0,Haber
Two million euro jewellery heist in central Paris Thieves pulled off a two million - euro jewellery heist in central Paris on Monday morning after smashing their car through the store's front window .,1,0,esl2
"Musical analysis of a composition aims at achieving greater understanding of it , leading to more meaningful hearing and a greater appreciation of the composer 's style .",1,0,altlex
"It improved all symptom domains, especially impulsive-behavioral dyscontrol and anger, and reduced levels of aggression and violence, especially at lower doses (serum levels <350 ng/m).",1,0,Pubmed data.csv
"We observed potentially harmful changes in cardiovascular risk parameters, markedly  reduced subcutaneous fat and unchanged ectopic fat during TRT and a reduction in  adiponectin levels.",1,0,Pubmed data.csv
Interventions that increase screening uptake may also increase subsequent engagement with information.,1,0,Pubmed data.csv
"However, insiders cannot correct such free riding through directed punishment; indeed, the only option insiders have for hurting free-riding outsiders is to limit their contributions.",1,0,Ssc
SVR was achieved in 90% of patients (n = 459),1,0,Haber
"Police struggled to control a hostile crowd that broke away from a planned peaceful vigil for Kimani ( Kiki ) Gray , 16 , killed by police on Saturday night .",1,0,esl2
"Overall, women with MS had an increased risk of infections and preterm delivery; however, their risks for other adverse pregnancy outcomes were not elevated.",1,0,Haber
"Atopic dermatitis , the most common type of eczema , causes itchiness that ' s worse in the colder months .",1,0,semeval
"Klitschko finally landed a long , straight right in the fifth and the round ended with Thompson struggling on the ropes .",1,0,esl2
Health education programs among the study population could be effective for solving the problem.,1,0,Pubmed data.csv
Menopausal age was not associated with the extent of coronary artery disease.,1,0,Haber
Lymph node dissection is not essential in small screen detected lung cancers  new research shows,0,1,Press_Release
"Three times (every 1200 years) , the gods were distressed by the disturbance from human overpopulation .",1,0,semeval
"When cytotoxic T cells are activated, they produce TNF alpha that helps mediate immune responses.",1,0,Press_Release
"Dietary diversity score is a valid indicator to evaluate micronutrient inadequacy in Chinese children, though there is still room for improvement of the method.",1,0,Pubmed data.csv
"""Vodafone , along with the country's three telecom providers has been affected by a damage in one of Telecom Egypt's fiber cables in a wire going from the Ramsis Communications Center all the way to Sadat City , "" said Khaled Hegazy , Vodafone's external affairs director .",1,0,esl2
"On one hand, these findings partially confirm our speculation vis-à-vis the role of risk taking: reciprocators were not necessarily cooperators under conditions of uncertainty, as some of them chose to cooperate because they could bear a high risk in anticipating the counterpart's goodwill.",1,0,Ssc
Suicide risk factors mapped,1,0,Press_Release
It was said throughout the investigation and trial that Lopez and Carrasquillo were targeting members of a rival gang when Horton and the two other victims killed and injured in the crossfire .,1,0,esl2
Lower body mass index and  a greater experience of food shortage are closely related to anaemia.,1,0,Pubmed data.csv
Confounding by smoking and coffee/caffeine should be considered regarding the association between fat intake and PD risk in further studies.,0,1,Pubmed data.csv
"Treatment consists of antifungal therapy , surgery , and supportive care .",0,1,semeval
"A powerful 6 . 1 - magnitude earthquake strikes the northern Indonesian province of Aceh , killing at least three people and injuring dozens more across the affected region . The epicenter was situated 55 kilometers ( 34 miles ) west of the town of Bireun on the western tip of Sumatra Island .",0,1,esl2
"The study, Environmental Health Perspectives: A Case Study of High Prenatal Bisphenol A Exposure and Infant Neonatal Neurobehavior, was led by researcher Sheela Sathyanarayana, MD of Seattle Children's Research Institute, and recently published online in Environmental Health Perspectives.",0,1,Press_Release
Our results indicate that living in a neighborhood with a greater percentage of older adults is related to better individual cognition at baseline but we did not find any significant association with cognitive decline.,1,0,Haber
Future studies are required to determine the clinical implications of this observation.,0,1,Pubmed data.csv
"When FEA is found in association with LN at biopsy, surgical excision yields more frequently ADH than pure FEA thus warranting close surveillance or even surgical  excision.",1,0,Pubmed data.csv
"Today, two concerns underpin expectations of regulatory intervention to prevent a failure.",1,0,because
"Among them, Home Shopping, QVC and CVN already control most of that young and fast-growing market, which last year had sales of about $ 1.4 billion.",0,1,ctb
The tides are caused by the gravitational force of the Moon .,1,0,semeval
A router manipulates a packet ' s header information to influence the packet ' s direction .,0,1,semeval
"There was little evidence of associations between radiation exposure and cerebral palsy, mental retardation, schizophrenia, epilepsy, or hearing or vision problems associated with radiation exposure. (p-values for trend with exposure dose were 0.27, 0.14, 0.83, 0.35 and 0.42.)",1,0,Haber
"In a large population of critically ill adults, an association exists between nutrition status and mortality.",1,0,Pubmed data.csv
"I'm grateful to George Starke to have had the vision to set something like this up, not just for me but for all the students.",1,0,because
"John Owen , the city's public safety director , says dispatchers got a call shortly after 3 : 30 a . m . Tuesday that the vacated building was on fire .",1,0,esl2
Familial clustering among the husbands relatives demonstrates the fetal genomes importance in genesis of pre-eclampsia.,1,0,Pubmed data.csv
"Joint problems are caused by osteoarthitis (degenerative joint disease) , subluxations , sprains , intervertebral disc .",1,0,semeval
"Subsequently, the aggregate may have had a synergistic influence.",1,0,Pubmed data.csv
"The study explored the incidence of UK women having Multiple Repeat Caesarean Sections (MRCS), defined as five or more, and the outcomes for them and their babies compared to women having their second to fourth caesarean section.",0,1,Press_Release
"Yesterday , the police explained that officers shot and killed a 16 - year - old Kimani Gray in Brooklyn because he allegedly pointed a gun at the cops .",1,0,esl2
The three bank workers - two women and a man - were killed when their branch went up in flames after a protester threw a petrol bomb inside .,1,0,esl2
"Through Oct. 19, high-yield funds had an average 0.85 % total return ( the price change plus dividends on fund shares ), according to Lipper Analytical Services Inc.",0,1,ctb
When communication within teams is possible communication is an efficient means to coordinate team members' efforts at higher levels and to reduce the free-rider problem within teams.,1,0,Ssc
The cysts are caused by chronic inflammation of the perichondrium with production of serous fluid between the perichondrium and cartilage .,1,0,semeval
"I believe we have reached a consensus that we must establish a modern, regulatory structure to strengthen the safety and soundness of our institutions and discourage unsound practices and conduct.",1,0,because
Many viral infections that cause rash resolve within several days and require no medication .,1,0,semeval
It is the oldest and largest international research consortium aimed at understanding the challenges facing the global automotive industry .,0,1,semeval
"LEVEL OF EVIDENCE: III, prospective case-control study.",0,1,Pubmed data.csv
"Patients with low socioeconomic status were more often obese, physically inactive, smoking, and had elevated blood pressure.",1,0,Pubmed data.csv
"After adjusting for demographic characteristics, substance use, and health-related factors, daily cannabis use was associated with significantly lower odds of daily illicit opioid use (adjusted odds ratio 0.50, 95% CI 0.34–0.74, p < 0.001).",1,0,Haber
Deputy's Alleged Killer Held A 27 - year - old parolee is found 'cowering in a bathtub' near the house where Jerry Ortiz had been shot in the head a few hours earlier .,1,0,esl2
The study found an association between tuberculosis and IR development in newly diagnosed pulmonary tuberculosis patients.,1,0,Pubmed data.csv
"""We conclude that it is important to encourage physical activity in this population.""",0,1,Pubmed data.csv
"Japan was planning to take over European colonies in Asia while they were weak , and the Soviet Union could feel a danger from Germany , so a non-aggression pact ( which was an agreement that both countries would not attack each other ) between the two was signed in April 1941 .",1,0,altlex
"Our results suggest that genotypes carrying the C-allele (*1/*1 and *1/*3) at Cyp1B1 Leu432Val polymorphism show a higher response to environmental factors, such as tobacco smoke than homozygote *3/*3 genotypes.",1,0,Haber
"PSA–TT was highly effective at prevention of serogroup A invasive meningococcal disease and carriage
in Chad.",1,0,Haber
Ganciclovir reduces mortality due to the virus from 34 percent to between 3 and 6 percent.,1,0,Press_Release
"Much Indian whisky is distilled from fermented molasses , and as such would be considered a sort of rum outside of the Indian subcontinent",0,1,semeval
There is scant evidence that the low-dose fallout from Chernobyl in Norway increased the risk for serious neurodevelopmental problems.,1,0,Haber
"In 2001 , Sarah Michelle Gellar received a Golden Globe-nomination for Best Actress in a TV Series-Drama for her role in the show , as well nominations for the Teen Choice Awards and the Saturn Award for Best Genre TV Actress .",1,0,altlex
"Dietary interventions in older people were effective in maintaining  fruit and fish intake, but this did not lead to a significant reduction in cognitive decline.",1,0,Pubmed data.csv
"Some people voluntarily get involved with politicisation , while others become victims of circumstances created by the politicisation .",1,0,semeval
"Analysts noted that over the past 20 years, Mr. Fournier has built his company through astute stock-market activity and has warded off at least three takeover attempts. "" Without some unexpected "" coup de theatre "", I don't see what will block the Paribas bid, "" said Philippe de Cholet, analyst at the brokerage Cholet - Dupont amp Cie.",0,1,ctb
"Our findings do not support concern about heritable genetic changes affecting the risk of stillbirth and neonatal death in the offspring of men exposed to gonadal irradiation. However, uterine and ovarian irradiation had serious adverse effects on the offspring that were probably related to uterine damage.",1,0,Haber
"We find that, among urban Chinese adults, those who have a higher level of happiness tend to have higher BMI, after extensively controlling for a constellation of individual sociodemographic and health attributes.",1,0,Haber
"The spring molt produces mottled brown feathers , making the female almost invisible as she sits on her nest .",1,0,semeval
"There were no significant association between current Helicobacter pylori infection
and different tobacco product user groups.",1,0,Haber
"Short courses of antibiotics appear just as effective as longer ones - and a great deal safer - in treating respiratory infections that might cause pneumonia in children on temporary breathing devices, according to a Johns Hopkins Children's Center study published online May 3 in Clinical Infectious Diseases.",1,0,Press_Release
"The results also reveal that the average harvest behavior in the baseline game positively and significantly affects the harvest behavior in the second game, suggesting some persistence of behavior over the two games.",1,0,Ssc
The pseudolesion was caused by drainage of the paraumbilical vein .,1,0,semeval
"Speech difficulties become evident due to an inability to recall vocabulary , which leads to frequent incorrect word substitutions ( paraphasias ) .",1,0,altlex
The hull caused a scratch on the eye and that is why it ' s not healing all the way .,1,0,semeval
Early treatment response  directly correlated with overall change in BCVA.,1,0,Pubmed data.csv
"In a country with free access to health care, the socioeconomic factors such as middle age, low education, and low income were associated with nonattainment of goals for diabetes care.",1,0,Pubmed data.csv
"The study focused on the communication skills of staff physicians, physician trainees and advanced practice nurses.",0,1,Press_Release
She said the move would result in a after-tax charge of less than $ 4 million to be spread over the next three quarters.,1,0,ctb
"Since last year , many people are sinking into debt .",0,1,semeval
Bread shortages and mounting poverty cause riots in nearby Paris .,1,0,semeval
"But now that the immediate crisis created by the run on Bear Stearns has passed, we face some difficult, long-term policy questions.",1,0,because
Obesity in diabetic patients with CHD was associated with lower  cardiovascular and cardiac mortality risks compared with absence of obesity.,1,0,Haber
"Nonetheless, concern about the chip may have been responsible for a decline of 87.5 cents in Intel's stock to $ 32 a share yesterday in over-the-counter trading, on volume of 3,609,800 shares, and partly responsible for a drop in Compaq's stock in New York Stock Exchange composite trading on Wednesday.",1,0,ctb
Now the ninth US circuit court of appeals has ruled that the original appeal was flawed since it brought up issues that had not been raised before.,1,0,ctb
"Thus, surgeons should carefully interpret the histopathology reports  based on unusual or exceptional findings corresponding to the cholecystectomy specimens.",0,1,Pubmed data.csv
A tear or a crease changes the character of the surface more drastically than a mere deformation from roundness .,1,0,semeval
Formation of new blood vessels may explain intractable symptoms of Parkinson's disease,1,0,Press_Release
"This is a bunch of comics from Act-I-Vate , which , if I ' m understanding the intro correctly , is a cabal of comix artists who hang out on Livejournal .",0,1,semeval
"The actress spent time at the Betty Ford Center in 2010 ; however , a member of the staff ended up suing her for assault .",1,0,esl2
"Under the rules that apply when we have cabinet and cabinet-level officials, there are two opening statements on each side, the chairs and ranking members of the appropriate subcommittees.",1,0,because
"Results suggest that weight change is associated with diabetes incidence because, conditional upon initial BMI, weight change determines attained BMI.",1,0,Haber
"THE HAGUE, Netherlands ( AP ) _ The World Court Friday rejected U.S. and British objections to a Libyan World Court case that has blocked the trial of two Libyans suspected of blowing up a Pan Am jumbo jet over Scotland in 1988.",1,0,ctb
"After the drug leaves the brain , the user may experience a ""coke crash"" that causes the user to feel depressed and irritable",0,1,semeval
"Participants were advised that part of the experiment (T2 condition, see below) was not suitable for people with back or knee problems; any participants who said this would not be suitable for them were assigned to another condition.",0,1,Ssc
Our results also indicate that the neighborhood environment has a strong association with individual obesity among women with higher family risk of obesity but that the association between neighborhood environment and individual obesity is even stronger for women with a lower family risk of obesity.,1,0,Haber
The impact of the tire against the pothole caused a slit on the tube that the repairman had to sew three stiches .,1,0,semeval
"Given that post-operative TSH levels were similar in the two groups, these observations are probably due to the correction  of eSCH, suggesting a direct effect of eSCH on body weight regulation and lipid metabolism.",1,0,Pubmed data.csv
"Caesarean section delivery has already been linked to an increased risk of subsequent childhood asthma and allergic rhinitis, and around one in three babies born in the US is delivered this way.",0,1,Press_Release
"Jackson , also facing charges of driving while on probation for a prior DUI , has an arraignment set for Feb . 17 in San Diego Superior Court .",1,0,esl2
"Believing correctly that Serbian officials ( especially the officers of the Black Hand ) were involved in the plot to murder the Archduke , and wanting to finally end Serbian interference in Bosnia , Austria-Hungary delivered to Serbia on 23 July the July Ultimatum , a series of ten demands that were made intentionally unacceptable , in an effort to provoke a war with Serbia .",1,0,altlex
"Starting antiretroviral therapy
later than guidelines suggest resulted in up to 15 years’ loss of life: at age 20, life expectancy was 37.9 (1.3), 41.0 (2.2), and 53.4 (1.2) years
in those starting antiretroviral therapy with CD4 count <100, 100-199,
and 200-350 cells/mm3
, respectively.",1,0,Haber
The chemical reaction in the water caused a bubbling affect on the surface .,1,0,semeval
"In the United States, older patients with advanced lung cancer make much less use of hospital and emergency room services at the end of life than their counterparts in Ontario but use far more chemotherapy, according to a study published  May 18th online in the Journal of the National Cancer Institute.",0,1,Press_Release
Good breeding consists of concealing how much we think of ourselves and how little we think of the other person .,1,0,semeval
We controlled for different (possibly) intervening variables.,0,1,Ssc
Our findings indicate that the increased risk of VTE by advancing age cannot be attributed to higher incidence of cancer in the elderly.,1,0,Haber
"Thus, IR may be accused of causing detrimental effect on male infertility due to hyperinsulinemic state and being one of the components for MetS.",1,0,Pubmed data.csv
"The maintenance of social norms often depends on external enforcement, as in the absence of credible sanctioning mechanisms prosocial behaviour deteriorates quickly.",1,0,Ssc
"The self-monitoring behaviors of self-weigh-in, daily steps, high-intensity activity, and persistent food logging were significant predictors of weight loss during a 6-month intervention.",1,0,Pubmed data.csv
"In line with these predictions, Pellegrini & Long (2002) have observed an initial increase in aggressive competition as adolescents moved from primary to secondary school, and bullying behavior appeared to mediate dominance status during this transition.",1,0,Ssc
"It is typically much slower than conventional ROM and RAM however , so its use is restricted to applications where high speed is unnecessary .",1,0,altlex
"Smaller size (especially weight for age) was strongly and statistically significantly associated with increased risks of subsequent weaning and of discontinuing exclusive breastfeeding (adjusted odds ratios = 1.2–1.6), especially between 2 and 6 months, even after adjustment for potential confounding factors and clustered measurement.",1,0,Haber
ProSavin was safe and well tolerated in patients with advanced Parkinson’s disease. Improvement in motor behaviour was observed in all patients.,1,0,Haber
"Lawrence Insurance Group Inc. said it acquired United Republic Reinsurance Co., a Houston property and casualty reinsurance company, from United Savings Association of Texas for $ 28 million.",0,1,ctb
Prospective studies of cardiovascular function from preconception to postpartum will provide more reliable estimates of the influence of cardiovascular maladaptation during pregnancy complications and  their effect on longer term cardiovascular function.,0,1,Pubmed data.csv
One of these papers which was published in the journal Climate Research turned out to be so badly flawed that the scandal resulted in the resignation of the editor-in-chief .,1,0,semeval
The man who grew a human ear on the back of a mouse has made a breakthrough that brings the prospect of an artificial liver much closer .,0,1,semeval
Isaac and Walker (1988b) present experimental evidence that the ability to talk among group members participating in a public goods game leads to increased cooperation in the form of higher contributions and lower free-riding.,1,0,Ssc
"Lindsay Lohan Check Into Betty Ford After Fleeing Other Rehab Facility After leaving rehab in Newport Beach , Calif . , less than an hour after checking in on Thursday , Lindsay Lohan admitted herself to the Betty Ford Center , according to TMZ . com .",0,1,esl2
Hypoperfusion appears to be the consequence of a decrease of neuronal functioning and metabolic needs.,1,0,Pubmed data.csv
"The Matanuska Maid Block Building , one of the oldest buildings in Palmer , burned to the ground in a spectacular fire Tuesday morning .",1,0,esl2
"However, for those that did enroll, there were no significant differences in self-reported intent-to-treat 30-day point prevalence abstinence rates between menthol and nonmenthol smokers (17.3% vs 13.8%, p=0.191).",1,0,Haber
The student association is the voice of the undergraduate student population of the State University of New York at Buffalo .,0,1,semeval
"Contributions clearly increase in the leverage level of both institutions, irrespective of the treatment.",1,0,Ssc
"More interesting, however, is that the Sanction × Options interaction effect showed that the sanction increased the collective outcomes only in the two options condition.",1,0,Ssc
"The Indian Navy patrolling the Gulf of Aden on Thursday thwarted a multi - boat attack by sea brigands on merchant vessels , apprehending 26 Somali pirates and confiscating arms and ammunition , in the fifth successful anti - piracy operation since September .",1,0,esl2
"EOL care discussions that took place before the last 30 days of life resulted in less frequent use of chemotherapy in the last 14 days of life and lower use of acute or ICU care in the last 30 days of life, which are both known to impact quality of life in patients' final days.",1,0,Press_Release
"In April last year an 8 . 6 - magnitude quake struck 431 kilometres off Banda Aceh , prompting an Indian Ocean - wide tsunami alert . In September 2009 a major earthquake near Padang city on Sumatra killed more than 1 , 000 people .",0,1,esl2
The Pilates method could be used as an alternative to improve mood disorders in overweight/obese individuals.,1,0,Pubmed data.csv
"Chargers defensive lineman Jamal Williams was arrested early Sunday on suspicion of drunken driving after he was speeding down state Route 94 , the California Highway Patrol said . Williams , 32 , was going west in his 2008 Bentley about 1 : 30 a . m . , CHP Officer Brian Pennings said .",0,1,esl2
"Ever consuming alcohol and ever smoking cigarette after starting ART, depression, not adhering to ART and being in the second lowest wealth quintile were significantly associated with malnutrition.",1,0,Pubmed data.csv
More than half of fall patients had an adverse event within 6 months  of presenting to the ED after a fall.,0,1,Pubmed data.csv
"But some analysts questioned how much of an impact the retirement package will have, because few jobs will end up being eliminated.",1,0,ctb
"But when combined together, the danger of dying from cardiovascular disease is magnified, a new study finds.",1,0,Press_Release
"macrolide
antibiotics were not associated with a higher
30-day risk of ventricular arrhythmia than
nonmacrolide antibiotics",0,1,Haber
This frees up time for other programs to execute so that many programs may be run simultaneously without unacceptable speed loss .,1,0,altlex
The consequence of these two evolutionary forces is that in equilibrium strong reciprocators and purely selfish humans coexist.,1,0,Ssc
"The resulting conflict caused the destruction of the town , and The Conqueror , Wisecrack , Jackdaw and most of the citizens of the town were transported to a demon-dimension .",1,0,semeval
Our study suggests that active asthma and poor asthma control are associated with moderately increased risk of AMI.,0,1,Haber
"Hence, it is attractive not to purchase a TV-license, but if too many do so, the good may not be provided at all.",1,0,Ssc
"The association of afternoon napping and diabetes was not consistent and definite, we clarified this association in a large prospective study.",1,0,Pubmed data.csv
"Ordinary warts on the hands and feet are caused by viruses , which only affect humans .",1,0,semeval
An important consequence of this increase in average effort is that the aggregate monetary payoff increases by 40% even if one takes the payoff reductions that result from actual punishments into account.,1,0,Ssc
Earlier diagnosis and treatment of patients with FH are needed to reduce CHD risk in these patients.,0,1,Pubmed data.csv
"Arcade Joseph Comeaux Jr . is a convicted sex offender serving a life sentence . He initially was imprisoned on February 1979 on three 10 - year sentences for rape of a child , aggravated rape of a child , and burglary of a building with the intent to commit theft .",0,1,esl2
"Each circuit represents a bit ( binary digit ) of information so that when the circuit is on it represents a `` 1 '' , and when off it represents a `` 0 '' ( in positive logic representation ) .",1,0,altlex
The risk factors identified were similar to other series.,1,0,Pubmed data.csv
"On Monday a group of about 130 people were marching toward the 67th Police Precinct station when about two dozen young protesters splintered off — drawing riot police — and trashed a Rite Aid . Tuesday the crowd was mostly calm , but on Wednesday — the same day Gray's autopsy showed he had been shot seven times — part of the 200 person crowd became unruly .",1,0,esl2
The dietary feedback system was used to deliver personalized dietary advice within a multi-country study.,0,1,Pubmed data.csv
"As a risk factor for SSI after rectal cancer surgery, PNIâ‰¤40 and mGPS were risk factors.",1,0,Pubmed data.csv
The severity of poor glucose control among patients  with diabetes was also linearly associated with the risk of TB.,1,0,Pubmed data.csv
The economic collapse was caused by consumers buying mortgages they couldn ' t afford and the housing collapse .,1,0,semeval
"In 1215 , the barons led an armed rebellion and forced him to sign the Magna Carta , which put legal limits on the King 's personal powers .",1,0,altlex
Lindsay Lohan Checks Into Betty Ford Rehab – Where She 'Knows Everyone',1,0,esl2
The big bang was caused by the collision of two parallel universes .,1,0,semeval
The socioeconomic status was associated with the psychological outcome.,1,0,Pubmed data.csv
"Chargers' Jamal Williams arrested on DUI suspicion Chargers defensive tackle Jamal Williams was arrested on suspicion of drunken driving , the team's second such arrest in less than a month .",0,1,esl2
An enhanced recovery program for patients after colorectal surgery appears to be feasible in a community hospital setting after having been shown to be successful in international and academic medical centers.,1,0,Press_Release
Radiotherapy (RT) after breast conserving surgery (BCS) has been shown to reduce the risk of breast cancer (BC) recurrence.,1,0,Press_Release
"Combining these, the relative risk associated with treatment adjusted for timing relative to histology was 0.91 (0.66 to 1.26) corresponding to an absolute difference of −0.25 (−2.61 to 2.11) per 100 singleton births.",0,1,Haber
Additional studies to confirm the role  of premenopausal hormones in the etiology of both premenopausal and postmenopausal breast cancer are needed.,0,1,Pubmed data.csv
"That sale, however, could still fall through if financing problems develop. Thus, it remains crucial for RJR to obtain top dollar for its smaller assets like the candy brands.",1,0,ctb
"A carefully integrated diabetic retinopathy screening service is needed, particularly in remote areas, to improve adherence rates.",0,1,Pubmed data.csv
"When he was arrested , he was on probation for a previous DUI arrest , according to the California Highway Patrol .",1,0,esl2
The drag caused by the Earth ' s atmosphere works against a rocket or a water molecule .,1,0,semeval
The overall safety profile during adjuvant treatment was as expected.,0,1,Pubmed data.csv
Deputy Ortiz was shot to death outside an apartment in the 12000 block of East 223rd Street .,1,0,esl2
"The Avon, Conn., company's stock hit a high in 1983 after it unveiled its Adam home computer, but the product was plagued with glitches and the company's fortunes plunged.",0,1,ctb
"When the negotiations failed , his attempt was revealed to Germany resulting in a diplomatic catastrophe .",1,0,altlex
"In this standard design, increasing m has two effects: first it increases the return to others from contributions to the public account, and second it lowers the private cost of those contributions.",1,0,Ssc
Our results also show that a non-drinking adolescent with a majority of drinking friends is significantly less likely to initiate alcohol abuse if he or she has a minority of non-drinking friend(s).,1,0,Haber
The bank also said its effort would continue past the Nov. 1 deadline set in that agreement and that the litigation between the two sides might resume as a result. The thrift and the holders had suspended their lawsuits as part of the agreement.,0,1,ctb
"Prescription of long-acting opioids for chronic noncancer pain, compared with anticonvulsants or cyclic antidepressants, was associated with a significantly increased risk for all-cause mortality, including deaths from causes other than overdose, with a modest absolute risk difference.",1,0,Haber
"The rate of children diagnosed with Attention Deficit Hyperactivity Disorder rose dramatically between 2001 and 2010 with non-Hispanic white children having the highest diagnosis rates, according to a Kaiser Permanente study published in the journal JAMA Pediatrics (formerly Archives of Pediatrics and Adolescent Medicine).",0,1,Press_Release
Pressures occur throughout life and those pressures cause stress .,1,0,semeval
"According to the same agency , the Deyrestan village saw serious destruction , while Tonban and Goursin were all but destroyed . The main temblor was followed by at least four major aftershocks , with magnitudes ranging from 3 . 6 to 4 . 3 , which increased the panic among villagers .",1,0,esl2
"This implies that there are signs that moving beliefs may have been one of the channels through which priming affected contributions, but this channel seems to be surprisingly weak and statistically insignificant.",1,0,Ssc
"At the doses given, the two amino acids did not affect subjective appetite feelings.",1,0,Pubmed data.csv
John Jenkin was arrested on suspicion of murder shortly afterwards .,1,0,esl2
Physical activity is also associated with favorable HDL-C.,1,0,Pubmed data.csv
"First, the higher the payoff foregone by a freerider when not receiving rewards, the more likely he/she is to act (more) cooperatively in the social dilemma game in order to attract rewards.",1,0,Ssc
"As people discovered that debt and overconsumption cause stress to families , the planet , and each of us , many turned instead to friends .",1,0,semeval
"The recovery is weak and fragile , and the economic and social damage caused by the crisis is long-lasting .",1,0,semeval
"Infusing liquidity into the marketplace has prevented the credit crunch from seizing the system, and facilitating the sale of Bear Stearns to J.P. Morgan is viewed by many as having been the lynchpin that prevented a run-on-the-bank type crises which could have spread throughout our financial system and caused irreparable harm.",1,0,because
Job strain was associated with an increased risk of CHD,0,1,Haber
Landrieu where he saw firsthand the destruction caused by the hurricanes and the failure of the storm protection system .,1,0,semeval
More research is needed to understand the complex interplay of these factors to inform multi-level interventions to address screening disparities for diverse LGBQ women.,0,1,Pubmed data.csv
National data in the USA suggest that long-term exposure to the food environment around schools could affect childhood obesity risk; this association varied across gender and urbanicity.,1,0,Haber
Our assessment of the programme of pertussis vaccination in pregnancy in England is consistent with high vaccine effectiveness.,1,0,Haber
Chest pain is the most common reason people go to the emergency room in developed countries and accounts for more than 5 million ER visits each year in the United States.,0,1,Press_Release
"One year after the diet therapy intervention, the beneficial effect  of the LCD on reduction of HbA1c and BMI did not persist in comparison with CRD.",1,0,Pubmed data.csv
Laparoscopic-assisted vaginal hysterectomy appears to confer no specific advantage over the vaginal or laparoscopic approaches.,1,0,Pubmed data.csv
"This study suggests that being underweight, rather than overweight or obesity, is associated with a lower rate of Pap test use in U.S. Asian women.",0,1,Haber
These data suggest that patients with psoriasis are more susceptible to vascular diseases.,1,0,Pubmed data.csv
The likelihood of malignancy for a NML on screening breast US was greater than 2%.,1,0,Pubmed data.csv
"Combination of pertuzumab, trastuzumab and radiotherapy was well tolerated, which should be confirmed by the results of larger studies.",0,1,Pubmed data.csv
"For this school, once they are in, all they have to do is come every day, come on time every day and work hard.",1,0,because
"A study published today in Obstetrics & Gynecology shows that multistate, hospital-based quality improvement programs can be remarkably effective at reducing early elective deliveries of babies.",1,0,Press_Release
"This retrospective study observed the outcomes of the effectiveness of the herpes zoster vaccine in a large, diverse population of men and women ages 60 years and older.",0,1,Press_Release
Police struggled to control a furious crowd that broke away from a planned peaceful vigil .,1,0,esl2
This study clearly revealed that there is an increase in all deleterious lipid parameters and a decrease in favorable lipid measures.,1,0,Pubmed data.csv
"Our results suggest that non-responders to statin therapy are more likely to actually be non-adherers, since they have more characteristics that are viewed as indicators of high self-perceived health and low disease awareness, possibly making the subjects less adherent to study medication.",1,0,Pubmed data.csv
"That was more evident here than in any other city, said George Starke, who after his career as an offensive tackle with the Washington Redskins from 1973 to 1984 stuck around and decided to make this place more than his home.",1,0,because
"Researchers found that from 1991 to 2010, an estimated 45,398 children younger than three years of age were treated in U.S. emergency departments for injuries related to the use of these products.",0,1,Press_Release
