sentence,True Label,Predicted Label,source
"Despite this, overall satisfaction and perception of success of the procedure reduced markedly.",non-causal,causal,Pubmed
"He is also a work of fiction , a software program written by a bio-scientist from St Petersburg and a finalist in a contest to find the world ' s first thinking computer , staged yesterday at Reading University .",non-causal,causal,semeval
Venous insufficiency ( a failure of the valves in the veins of the leg that causes congestion and slowing of blood circulation in the veins ) .,non-causal,causal,semeval
"The predominant mixing action is to shear the mixing compound between the rotors of the mixer , and the distance between the rotors is less than the rotor diameter .",non-causal,causal,semeval
Levels below 0.20 nmol/L were not predictive of the presence or absence  of AF.,non-causal,causal,Haber
"First, we can assess the correlation between beliefs and contributions, which we expect to differ between types of players and which helps us to check on the player type as elicited in the P-experiment.",non-causal,causal,Ssc
"Upon emerging from the car , the stranger battered the man to death with a baseball bat .",non-causal,causal,semeval
We have seen that many software patents covering well-known algorithms and techniques hinder the software industry in the United States of America and around the world .,non-causal,causal,semeval
"The wall was built some 2000 years ago by the first settlers of New Zealand , the Waitahas , who were subsequently nearly exterminated by the Maoris .",non-causal,causal,semeval
Further assessment could delineate relationship between serum lipid levels and depression with suicidality in other ethnic groups.,non-causal,causal,Pubmed
The stock fell 7/8 Thursday amid concerns over problems discovered with the chip.,non-causal,causal,ctb
"Participants were advised that part of the experiment (T2 condition, see below) was not suitable for people with back or knee problems; any participants who said this would not be suitable for them were assigned to another condition.",non-causal,causal,Ssc
Ms. Sanders was hit several times and was pronounced dead at the scene.,non-causal,causal,ctb
These and many other stories are used by the new scientists in order to support their theory .,non-causal,causal,semeval
Birth by CS is associated with a small increased risk of ADHD.,non-causal,causal,Haber
Assuming others will make the same choice as before seems to us to be the simplest model of others' behavior.,non-causal,causal,Ssc
Starpointe Savings Bank rose 3 to 20 after the Federal Deposit Insurance Corp. approved Dime Savings Bank of New York's $ 21-a-share acquisition of Starpointe.,non-causal,causal,ctb
"Day two in the Sacred Valley began with a trip to a local Chicha ( corn beer ) brewery , but there was more there than just beer .",non-causal,causal,semeval
"In patients who presented with an acute coronary syndrome and underwent percutaneous coronary intervention, major adverse cardiovascular events occurring during follow-up were equally attributable to recurrence at the site of culprit lesions and to non culprit lesions. Although non culprit lesions that were responsible for unanticipated events were frequently angiographically mild, most were thin-cap fibro-atheromas or were characterized by a large plaque burden, a small luminal area, or some combination of these characteristics, as determined by gray-scale and radiofrequency intravascular ultrasonography",non-causal,causal,Haber
"Ten dead in southern Iran quake The 6 . 1 - magnitude quake struck Qeshm island , home to 120 , 000 people , and the city of Bandar Abbas , state media said .",non-causal,causal,esl2
The less-than-robust third-quarter results came amid renewed concern about the volatility of stock prices and the role of computer-aided program trading.,non-causal,causal,ctb
"After adjusting for a wide range of socio-demographic factors, subjects who had
been given large transfers were much more likely to report very good health than subjects who had not been given anything",non-causal,causal,Haber
Job strain was associated with an increased risk of CHD,non-causal,causal,Haber
Tobit Random Effects Regressions on Public Good Contribution: Effect of Disapproval Points in Punishment Treatment,non-causal,causal,Ssc
His deeds have thrown thousands of people into eternal financial damnation .,non-causal,causal,semeval
"Human papillomavirus vaccination was not associated with increases in STIs in a large cohort of females, suggesting that vaccination is unlikely to promote unsafe sexual activity",non-causal,causal,Haber
"Advances in knowledge: It is possible to detect fetal lissencephaly between 20- and 24-week gestational age; but, it is considerably easier in the third trimester.",non-causal,causal,Pubmed
"At the moment , we have to expend a great deal of effort to fight black Sigatoka , which attacks the banana plant ' s leaves .",non-causal,causal,semeval
"However, if categorization does impact trust, why did S. L. Gaertner and Rust's (2000) study and our pilot studies fail to find a significant effect of categorization manipulations on PDG choices?",non-causal,causal,Ssc
"Early and recent pictures had to be perfectly aligned , allowing them to track the movement of moles , wrinkles and other facial landmarks .",non-causal,causal,semeval
The prevalence of T2D was high in this study and seems to be increasing compared to prior diabetes reports.,non-causal,causal,Pubmed
"Caesarean section delivery has already been linked to an increased risk of subsequent childhood asthma and allergic rhinitis, and around one in three babies born in the US is delivered this way.",non-causal,causal,Press Release
"Gary Lukassen, chief financial officer, said redemption of the preferred shares, originally issued at C $ 25 each, will eliminate dividend payments of C $ 17.9 million annually.",non-causal,causal,ctb
"5 . 9 Earthquake Jolts Iran A 5 . 9 magnitude earthquake has leveled seven villages in Iran's southern area , killing 10 persons and wounding other 70 , Iranian officials were quoted by AP as saying .",non-causal,causal,esl2
Taking time for introductions and a brief tour of the building helps the pre-service teacher feel part of the school and aids the important transition from college student . Include the pre-service teacher on staff mailing list and in staff workshops and social functions .,non-causal,causal,semeval
"Still, Bethlehem's core basic steel operations experienced a steep drop in operating profit to $ 58.6 million from $ 186.4 million a year ago, when the industry enjoyed strong demand and pricing.",non-causal,causal,ctb
"But we 're challenging it on the ground that uh the RUC uh have offered an opinion, and this opinion is going to be used as a mechanism for ejecting us from the talks, and uh that's a very serious.",non-causal,causal,ctb
"The delay in bringing the suit to trial is being caused by a terrific log- jam of pending cases , court aids explained .",non-causal,causal,semeval
"He initially was imprisoned on February 1979 on three 10 - year sentences for rape of a child , aggravated rape of a child , and burglary of a building with the intent to commit theft . Between 1991 and 1998 , Comeaux was in and out of prison on parole violations until he finally returned to prison in June 1999 to serve a life sentence for aggravated sexual assault .",non-causal,causal,esl2
"The Allied offensives in Italy had succeeded and , at the expense of allowing several German divisions to retreat , on 4 June , Rome was captured .",non-causal,causal,altlex
"The majority of relapses in this cohort occurred 6-12 months following treatment, suggesting that a 1-year follow-up is appropriate in future studies.",non-causal,causal,Pubmed
"In July last year in Phnom Penh, Cambodia's capital, Second Prime Minister Hun Sen staged a successful coup d ' etat against First Prime Minister Prince Norodom Ranariddh.",non-causal,causal,ctb
"When the blood glucose levels are lowered , the insulin release from the pancreas is turned down .",non-causal,causal,semeval
"That decline was reflected in revenue for the GM Hughes unit, which edged down to $ 2.58 billion from $ 2.63 billion.",non-causal,causal,ctb
Severe maternal hearing loss is associated with significantly increased adolescent distress,non-causal,causal,Haber
For years now my daughter has put up with verbal harssement from a girl .,non-causal,causal,semeval
"Hooded youths hurled petrol bombs at stores and businesses in the centre of the capital , Athens , and demonstrators tried to storm parliament during the general strike , as the rioting spread to the northern city of Thessaloniki . Police said two women and one man died at a branch of the Marfin bank which caught fire after hooded youths broke a window and hurled petrol bombs inside .",non-causal,causal,esl2
Further studies could inform national guidance.,non-causal,causal,Pubmed
"""This study provides cross-sectional data confirming the existence of the IRS in native Hawaiians.""",non-causal,causal,Pubmed
"Secretary of State James Baker, speaking on ABC News ' "" This Week, "" said the Kuwaiti request gives the U.S. and other countries "" a legal basis for stopping the export of oil and that sort of thing. "" Mr. Baker declined to use the word blockade, but said that "" interdiction "" of Iraqi shipments would begin "" almost instantly. """,non-causal,causal,ctb
Engine pistons transmit the force generated by the combustion gas to the connecting rods .,non-causal,causal,semeval
"Uptake of cervical cancer screening is common in the United States, with large socioeconomic disparities also evident.",non-causal,causal,Pubmed
"Accordingly, the difference in cooperativity between our Pavlovian and TFT-like players in the first session was similar to that in the second session (Fig. 2b).",non-causal,causal,Ssc
"The champion cornered Thompson toward the end of the sixth , and landed punches to the head though no single blow appeared to cause serious damage . ""I got caught but I'm OK , "" Thompson said in the ring .",non-causal,causal,esl2
Gas drilling threatens public with undisclosed chemicals .,non-causal,causal,semeval
It is in the hours of darkness that the plant builds up the oxidase that is to call out the signal that the flower has run its full course .,non-causal,causal,semeval
Birth before 32 weeks is associated with increased risk of cerebrovascular disease in young adulthood.,non-causal,causal,Haber
"While bond investors would have preferred growth to be a little slower, they were cheered by inflation measures in the data that showed prices rising at a modest annual rate of 2.9 %.",non-causal,causal,ctb
One SilkAir flight was diverted and landed in Kunming as a result .,non-causal,causal,altlex
The cerebral cortex is composed of a sheet of neurons that during evolution has increased by three orders of mag- nitude in surface area .,non-causal,causal,semeval
"Gen. Schwarzkopf said that some early reports that chemical weapons were used against allied troops turned out to be "" bogus. """,non-causal,causal,ctb
"Researchers, led by the NIHR Oxford Biomedical Research Centre, the Health Protection Agency in Birmingham and the Wellcome Trust Sanger Institute in Cambridge, have pioneered the whole genome sequencing (WGS) method through a study of 254 TB cases in the Midlands.",non-causal,causal,Press Release
At 5 . 55pm the government issues a statement saying a Ministry of Defence official has come forward and admitted meeting BBC defence correspondent Andrew Gilligan on May 22 .,non-causal,causal,semeval
The surrounding region is farmed for its fertility .,non-causal,causal,semeval
Use of sulfonylureas compared with metformin for initial treatment of diabetes was associated with an increased hazard of CVD events or death.,non-causal,causal,Haber
"That will, in turn, bring pressure on Washington to change.",non-causal,causal,ctb
"Anthropometric measures were influenced by household and community variation in the mixed-effects, multi-level regression models.",non-causal,causal,Haber
"Behind her another mother was seen shot in her arm before staggering against a wall while trying to hide her own son from the alleged gang members' stray gunfire from a nearby rooftop . Prosecutors say Andrew Lopez , 20 , an alleged 8 Block gang member fired the shots meant for rival gang members from the Howard Projects while his brother Jonathan Carrasquillo , 24 , gave the orders .",non-causal,causal,esl2
"On the Eastern Front , the Axis defeated Soviet attacks during summer and began its own main offensive to southern Russia along Don and Volga Rivers in June 1942 , trying to take over oil fields in Caucasus and a great steppe .",non-causal,causal,altlex
"This study supports that there is a positive relationship between weight status and past 30-day cigarette and e-cigarette use for boys, but that there is no association for girls",non-causal,causal,Haber
"Billions of investors ' dollars are pouring out of the nation's junk-bond mutual funds, undermining a pillar of support in the already reeling junk market.",non-causal,causal,ctb
"Therefore, it is worthwhile to assess the long term effects of rising TSH levels  and inadequate iodine nutrition during pregnancy on the offspring to prevent even mild iodine deficiency.",non-causal,causal,Pubmed
"A significant increase of the morning lymphocyte count is frequently
observed in patients with immune mediated inflammatory disorders chronically
treated with oral mPDN.",non-causal,causal,Haber
The famous actor donated 100 houses to victims of last year ' s flood .,non-causal,causal,semeval
Lower father’s occupational class in early life was associated with higher odds of asthma alone but lower odds of asthma with atopy in a cohort that preceded the 1960s rise in asthma prevalence.,non-causal,causal,Haber
"The standard approach to re-treating tuberculosis (TB) in low and middle income settings is failing, according to research funded by the Wellcome Trust.",non-causal,causal,Press Release
"However , the fact that the guinea pigs appeared to function in a normal physiological manner indicates that the diets contained the necessary energy density .",non-causal,causal,semeval
"Combination of pertuzumab, trastuzumab and radiotherapy was well tolerated, which should be confirmed by the results of larger studies.",non-causal,causal,Pubmed
Consideration of undiagnosed OSA is recommended for appropriate pre-procedure risk stratification.,non-causal,causal,Pubmed
"Ibrutinib was associated with a high frequency of durable remissions in patients with relapsed or refractory CLL and small lymphocytic lymphoma, including patients with high-risk genetic lesions.",non-causal,causal,Haber
Increase opportunity of disease prevention can be obtained through better understanding of clinical presentation and risk factors important in the etiology of breast cancer.,non-causal,causal,Pubmed
"But they failed to sell these stocks to client investors, who were cautious about the sharp gains these issues made this week, the Wako official said.",non-causal,causal,ctb
"Among middle-aged Korean men, obesity or severe weight gain was detrimental to CVD mortality. An increase in BMI appeared to have a predictive value for CVD mortality, especially when used in combination with baseline BMI level. In contrast, moderate weight gain in non-obese men seemed to protect against non-CVD and all-cause mortality.",non-causal,causal,Haber
"Long-term exposure to residential environments with greater resources to support physical activity and, to a lesser extent, healthy diets was associated with a lower incidence of T2DM, although results varied by measurement method.",non-causal,causal,Haber
The answer to that question should inform future treatment development for this population.,non-causal,causal,Pubmed
Higher plasma bicarbonate levels were associated with lower odds of incident type 2 diabetes mellitus among women in the Nurses' Health Study.,non-causal,causal,Haber
"The overall results of this study, highlights the clinical value of CUSE in differentiation of breast masses based on their stiffness.",non-causal,causal,Pubmed
"An English textile industry was established in the 15th century , providing the basis for rapid English capital accumulation .",non-causal,causal,altlex
Group 3\\xa0cm obtained a lower percentage of suboptimal results using EWL.,non-causal,causal,Pubmed
"The passenger side front window has fallen into the door , both front and back need new window regulators .",non-causal,causal,semeval
Doctors treated the cancer with an experimental bone-marrow transplant procedure at Berlin ' s Charite hospital .,non-causal,causal,semeval
Wladimir Klitschko defeats Tony Thompson in six rounds,non-causal,causal,esl2
"O 'SMACH, Cambodia ( AP ) _ The top commander of a Cambodian resistance force said Thursday he has sent a team to recover the remains of a British mine removal expert kidnapped and presumed killed by Khmer Rouge guerrillas almost two years ago.",non-causal,causal,ctb
"The present bright , dry weather , although cold , is just what flock owners require and judging from the large number of lambs seen skipping about nibbling the tender shoots of the fresh green herbage , the flocks of Mr John Cracknell , Mr Geo Walker , and Mr Russell Walker appear to have had a very satisfactory fall of good strong lambs .",non-causal,causal,semeval
"Chanting Helmut Kohl must go the unemployed took to the streets of the German capital, Berlin, mirroring protests around the country.",non-causal,causal,ctb
The latest period includes gains of $ 9.1 million from early retirement of debt and tax loss carry-forward.,non-causal,causal,ctb
"Lately , even women inject steroids into their muscles .",non-causal,causal,semeval
The man who grew a human ear on the back of a mouse has made a breakthrough that brings the prospect of an artificial liver much closer .,non-causal,causal,semeval
"The official tally of students killed in the earthquake was not released until May 7 , 2009 , almost a year after the earthquake .",non-causal,causal,altlex
"Police found more than 1,300 pounds ( 600 kgs ) of fertilizer-based explosives Sunday in a shed in Dundalk, 50 miles ( 80 kms ) south of Belfast. They arrested two men in connection with the bomb factory, which also contained circuitry, detonating cord and the Mitsubishi truck that would have carried the bomb.",non-causal,causal,ctb
This effect would be due primarily to the significantly lower amount of cooperation for subjects assigned to the low potential reward position.,non-causal,causal,Ssc
"Already in recent years , Iowa-raised swans have migrated into regions in Illinois near Savanna where they have had a successful nesting .",non-causal,causal,semeval
Henry 's lavish court quickly drained the treasury of the fortune he had inherited .,non-causal,causal,altlex
He also said that the price wars flaring up in parts of the computer industry will continue through next year.,non-causal,causal,ctb
The plane crashed and landed into a cemetery killing 17 children .,non-causal,causal,semeval
"Much of the work on continuous culture of bacteria has been carried out with aerobic bacteria , though little has been done with strict anaerobes .",non-causal,causal,semeval
Our results indicate that there is an association between low adult socioeconomic status and increased mortality independent of genetic endowment.,non-causal,causal,Haber
"Barenboim attempted to keep his relationship with Bashkirova hidden from du Pré , and believed he had succeeded .",non-causal,causal,altlex
People look at me as if I ' m crazy talking to a bottle full of wine .,non-causal,causal,semeval
"After this preliminary identification of the Hittite people and their language , we had more confidently approach the story of their rise to fame .",non-causal,causal,semeval
Our results show a 2% upgrade rate to malignancy of pure FEA lesions.,non-causal,causal,Pubmed
"In January this year, British police officers who had been searching for Howes concluded he had probably been killed soon after being captured.",non-causal,causal,ctb
"The 22-year-old rapper posted a message on his Twitter page just after midnight admitting he was driving his ""lambo , "" or Lamborghini , while sloshed -- or ""tispy , "" as he misspelled ""tipsy . """,non-causal,causal,semeval
Two nuclei have migrated into the conjugation tube .,non-causal,causal,semeval
"Romania was on the side of the Central powers until 1916 , when they were forced into the war by the Allied powers .",non-causal,causal,altlex
"high contributors"" is negative and differs significantly from zero (at a 1%-level), again.",non-causal,causal,Ssc
"This paralyzed him so much that when trying to lay back on the bed , he fell on his back and hit his head on the bed post .",non-causal,causal,semeval
The popcorn truck was improvised by an Armenian cabinet maker who came here in 1914 to escape Turkish massacres .,non-causal,causal,semeval
"""This study contributes important information regarding the safety of balneotherapy in hypertensive and obese diabetics by showing no alterations of antioxidant, inflammatory, or metabolic indices.""",non-causal,causal,Pubmed
"Gary Oldman , whose name has vanished from the main credits , is Lecter ' s disfigured victim who wants revenge , specifically to feed the evil doctor to his singular of wild boars .",non-causal,causal,semeval
"Our results underline the importance of a careful observers selection, good initial preparation, as well as the necessity  of ongoing training and supervision over the entire course of a longitudinal nutritional study.",non-causal,causal,Pubmed
"Jenkin was due to appear via videolink from HMP Preston but did not do so as he was considered a risk to his own safety and that of other people , said crown prosecutor Susan Carter . The bodies of Ms McMeekin and Miss Jenkin were found in their house in Newton Street , Millom , at about 8 . 40am on Saturday .",non-causal,causal,esl2
"Following step 2 in making pancake , he poured the batter in the pan .",non-causal,causal,semeval
"Tehran's seismologic center said the quake measured magnitude - 5 . 9 , but the U . S . Geological Survey in Golden , Colo . , said it was a magnitude - 6 . 1 temblor . A magnitude - 6 . 0 quake can cause severe damage .",non-causal,causal,esl2
The disruption of electricity and telecommunication lines have thrown the city into darkness .,non-causal,causal,semeval
"A linear regression with random effects with RT as the dependent variable shows a marginally significant effect of SVO (B ¼ À0.58, 95% CI [À1.27 to 0.11], P value ¼ 0.1), and a significant effect of trial number (B ¼ À0.01, 95% CI [À0.011 to À0.0091], P value < 0.001, Wald v 2 ¼ 413.20).",non-causal,causal,Ssc
Measuring blood lipids may aid in counseling individual women about initiating MHT and cardiovascular risk mitigation.,non-causal,causal,Pubmed
"An Upjohn spokesman said he had "" heard nothing "" to suggest the early retirement package was spurred by shareholder pressure or a potential bidder for the company, which occasionally has been the target of takeover speculation.",non-causal,causal,ctb
A rhumba of rattlesnakes plagued a village .,non-causal,causal,semeval
"Unconditional contribution impacts negatively the probability of being leader, but this result is not robust and is significant only at the 10 % level. 14",non-causal,causal,Ssc
Protection from UFs by T2D exposure was observed regardless of medication type with slightly more protection among insulin users.,non-causal,causal,Pubmed
"Yesterday, Compaq plunged further, closing at $ 100 a share, off $ 8.625 a share, on volume of 2,633,700 shares. Most of Compaq's decline is being attributed to a third-quarter earnings report that came in at the low end of analysts ' expectations.",non-causal,causal,ctb
Andrew Lopez Confesses To Murder Of Zurana Horton In Brooklyn Shooting An 18 - year old male confessed to the gang related murder of a Brooklyn mother who tried to protect a group of school children from harm by shielding them .,non-causal,causal,esl2
"He disclosed that before Control Data scrapped its ETA Systems Inc. supercomputer business this past spring, those costs were running at nearly 35 % of group revenue. At the same time four of six design projects were spiked, he said.",non-causal,causal,ctb
"Twelve people were killed and 70 others were injured by a landslide or collapsing buildings in Bener Meriah district , said Sutopo Purwo Nugroho of the National Disaster Mitigation Agency . In neighbouring Central Aceh district , 10 people were killed , 140 were injured and about 1 , 500 houses and buildings were damaged , Nugroho said .",non-causal,causal,esl2
"As he came near , the lion put out his paw , which was all swollen and bleeding , and Androcles found that a huge thorn had got into it .",non-causal,causal,semeval
"There is some dispute as to whether removing the missiles from Italy was part of the secret agreement , although Khrushchev wrote in his memoirs that it was ; nevertheless , when the crisis had ended McNamara gave the order to dismantle the missiles in both Italy and Turkey .",non-causal,causal,altlex
As the train left the station a cool Spring rain pelted the windows .,non-causal,causal,semeval
"Emergency medical admissions, deaths at weekends and the public holiday effect.",non-causal,causal,Press Release
"The wind lifted the umbrella , tipped the table , smashed some of the umbrella ribs , and ripped about half the umbrella seams .",non-causal,causal,semeval
"For its future strategy, Columbia officials said the thrift may branch out into commercial lending or managing outside investments, as well as beefing up more traditional thrift activities.",non-causal,causal,ctb
"Despite these victories , Hitler decided to cancel the bombing of Britain after May 11 .",non-causal,causal,altlex
"Really , this move has been in the making for quite some time . After the Blazers fired Cheeks . . . it was only a matter of time before Philly and Cheeks hooked up again .",non-causal,causal,esl2
Controversy and even heated debate with respect to the ethical issues involved has broken out in Germany and other parts of the world .,non-causal,causal,semeval
This movie has thrown viewers into confusion .,non-causal,causal,semeval
"The set of arithmetic operations that a particular ALU supports may be limited to addition and subtraction , or might include multiplication , division , trigonometry functions such as sine , cosine , etc. , and square roots .",non-causal,causal,altlex
A second man has fallen to his death in Aoraki Mount Cook National Park . The man aged in his early 30s fell about 600m while climbing near the Mount Sefton Bivvy on Saturday afternoon .,non-causal,causal,esl2
"Stadler agrees , stating that progress comes from unexpected sources .",non-causal,causal,semeval
"After they finish wiring , electricians use ohmmeters , voltmeters , and oscilloscopes to measure the amount of electricity running through the system .",non-causal,causal,semeval
"The army of Israel was utterly defeated and its camp ransacked , which terribly augmented the horrors and disasters of the rout of Saul ' s army .",non-causal,causal,semeval
"In patients with serious coronary heart disease  treated with clopidogrel, concurrent PPI use was associated with reduced incidence  of hospitalizations for gastroduodenal bleeding",non-causal,causal,Haber
Phenotypic heterogeneity and relatively small sample sizes may explain the lack of genome wide significant findings.,non-causal,causal,Pubmed
"Combining these, the relative risk associated with treatment adjusted for timing relative to histology was 0.91 (0.66 to 1.26) corresponding to an absolute difference of −0.25 (−2.61 to 2.11) per 100 singleton births.",non-causal,causal,Haber
More than half of fall patients had an adverse event within 6 months  of presenting to the ED after a fall.,non-causal,causal,Pubmed
"Arcade Joseph Comeaux Jr . is a convicted sex offender serving a life sentence . He initially was imprisoned on February 1979 on three 10 - year sentences for rape of a child , aggravated rape of a child , and burglary of a building with the intent to commit theft .",non-causal,causal,esl2
There is great concern among voters over the economy .,non-causal,causal,semeval
A 1-cent increase in social spending per dollar spent on health was associated with a 0.1% (95% confidence interval [CI] 0.04% to 0.16%) decrease in potentially avoidable mortality and a 0.01% (95% CI 0.01% to 0.02%) increase in life expectancy.,non-causal,causal,Haber
Nearly 50% of fit women with high-risk disease did not receive adjuvant chemotherapy suggesting under treatment in this group.,non-causal,causal,Pubmed
She grabbed your arm and twisted it until the shoulderbone popped out of the socket .,non-causal,causal,semeval
"In that case , the doctor stops the bleeding with hormones .",non-causal,causal,semeval
IMPLICATIONS FOR PRACTICE: Nurses are in a prime position to assess and intervene to alleviate attentional fatigue to improve work ability.,non-causal,causal,Pubmed
"Non-native species are spreading into new areas increasingly rapidly through human activities as international trade , transportation and travel intensify .",non-causal,causal,semeval
"In this first prospective comparison of EPclin and uPA/PAI-1 we found, that EPclin is superior to uPA/PAI-1 with respect to feasibility and decision impact.",non-causal,causal,Pubmed
"Picric acid is kept in an aqueous solution , which makes it suitable and safe to handle .",non-causal,causal,semeval
Our study suggests that active asthma and poor asthma control are associated with moderately increased risk of AMI.,non-causal,causal,Haber
"Now officials are investigating whether, Rudolph, who remains at large, is linked to all three attacks. The reason, authorities have discovered tantalizing new evidence.",non-causal,causal,ctb
Analysts said Mr. Stronach wants to resume a more influential role in running the company. They expect him to cut costs throughout the organization.,non-causal,causal,ctb
The flower buds of forsythia require a relatively short rest period and will grow at the first sign of warm weather .,non-causal,causal,semeval
"The German army executed over 6,500 French and Belgian civilians between August and November 1914 , usually in near-random large-scale shootings of civilians ordered by junior German officers .",non-causal,causal,altlex
"Then , in May , 2005 , the government produced the factual return , as ordered by the District Court .",non-causal,causal,semeval
"While shying away from actually using the word "" blockade, "" Mr. Bush acknowledged that the U.S. and others were trying to block shipping to Iraq.",non-causal,causal,ctb
"Among community-dwelling decedents of the Health and Retirement Study, there
was an independent association between obesity and reduced hospice service utilization, and inhome death, and higher Medicare expenditures in the last six months of life.",non-causal,causal,Haber
Breaking : man charged with arson after fire at Waitrose in Wellington A man has been charged on suspicion of arson following a fire that devastated a Somerset supermarket .,non-causal,causal,esl2
Consumption of non–cow’s milk beverages was associated with decreased serum 25-hydroxyvitamin D levels in early childhood,non-causal,causal,Haber
The game will start when everybody finishes the quiz.,non-causal,causal,Ssc
"Fourth, cooperation and trust are not related to affiliation tendencies, but strongly related to betrayal aversion.",non-causal,causal,Ssc
Further work is needed to understand how weight management programmes can be delivered effectively to young people from diverse and deprived backgrounds in which childhood obesity is common.,non-causal,causal,Pubmed
Future studies are required to determine the clinical implications of this observation.,non-causal,causal,Pubmed
"Choking is a leading cause of injury among children, especially for children 4 years of age and younger.",non-causal,causal,Press Release
"The prevalence of diabetes mellitus, hypertension and hypercholesterolemia in adults living with HIV in this study was considerably high, with most of these diseases newly identified through active screening in the survey.",non-causal,causal,Pubmed
"Among frail patients or those with multiple comorbidities, over three quarters with low HbA1C did not have their glycemic therapy deintensified,  even after safety concerns were raised in the ACCORD trial.",non-causal,causal,Pubmed
Shin splints are caused by the muscles on the front and sides of the leg .,non-causal,causal,semeval
One of my woodworkers got imprisoned as a result of a bloody noble putting up an export ban after the caravan had left the depo .,non-causal,causal,semeval
"Pharmacological aids and lifestyle modification are required to improve cardiovascular risk factors, subsequent mortality risk, and promote T2D remission.",non-causal,causal,Pubmed
Chargers ’ Jamal Williams Arrested For DUI Chargers defensive tackle Jamal Williams was arrested early Sunday for suspicions of driving under the influence .,non-causal,causal,esl2
"""I see many houses were damaged and their roofs fell onto some people , "" central Aceh district resident Bensu Elianita told the Associated Press . ""Many people were injured but it is difficult to evacuate them due to traffic jams . """,non-causal,causal,esl2
"People who remain in junk funds now could get hit again, some analysts and fund specialists say.",non-causal,causal,ctb
"Lortie felt less pertinent, "" Mr. Nadeau said, given the decision to dump Provigo's non-food operations. "" At this stage it was felt I was perhaps more pertinent as chief executive. """,non-causal,causal,ctb
"A filtered wheat beer , Sunshine offers a crisp , refreshing alternative to heavier-bodied heffe-weizens .",non-causal,causal,semeval
"Lindsay Lohan Checks Out Of Betty Ford Treatment Center And Into Malibu Rehab Lindsay Lohan has checked out of the Betty Ford Treatment Center in Palm Springs after completing a 30 - day program , but she's not in the clear yet !",non-causal,causal,esl2
Immigrant screening misses majority of imported latent TB  finds study,non-causal,causal,Press Release
"Result 3: Individual cooperation rates are higher at the beginning of RPD games than at the beginning of the sequence of one-shot PD games, particularly for high reasoning ability subjects.",non-causal,causal,Ssc
The present results indicate that the failure might not be due to an unrepresentativeness of game situations to typical interpersonal interactions.,non-causal,causal,Ssc
"Although no large difference between the original and reactive model was found when explaining the behavior of human participants in the current experiment, we would predict a larger difference in the behavior of these two models under circumstances where the other player changes its behavior.",non-causal,causal,Ssc
"Surgery after radiation chemotherapy is an effective local treatment , which is able to significantly increase local tumor control compared to radiation chemotherapy only .",non-causal,causal,semeval
Kurzman argues that `` cuts ... meant less stringent quality control and thus looser safety rules .,non-causal,causal,altlex
The Indians drink so much maize liquor that it makes them drunk .,non-causal,causal,semeval
"A Bedouin mediator again returned her when her father promised not to hurt her , and then her father killed her with an iron bar .",non-causal,causal,semeval
"When the patriarch , Abram , left his native land , God made him a tremendous promise .",non-causal,causal,semeval
The offensive in North Africa was highly successful and by early February 1941 Italy had lost control of eastern Libya and large numbers of Italian troops had been taken prisoner .,non-causal,causal,altlex
"In particular, proposing a link and cooperating is never part of an equilibrium strategy, for any value of v.",non-causal,causal,Ssc
"Catastrophe losses reduced Aetna's net income by $ 50 million, including $ 36 million from Hugo.",non-causal,causal,ctb
Guber / Peters has been locked in litigation with Warner Communications Inc. in an attempt to get out of an exclusive production contract with Warner.,non-causal,causal,ctb
"Overall, DXA testing was not associated with a decrease in fractures; conclusions are limited by unmeasured confounders and low medication initiation and adherence in those meeting treatment thresholds (12% of follow-up time).",non-causal,causal,Haber
"However, by cooperating, P also ensures that the gain to OP is 2 units (regardless of OP's choice): If P cooperates and OP cooperates, OP earns 3 units (rather than 1, if P had defected); if P cooperates and OP defects OP earns 4 units (rather than 2, if P had defected).",non-causal,causal,Ssc
Patients receiving hemodialysis and those with chronic kidney disease had a significantly higher incidence of ulcer bleeding than controls had (p < 0.001).,non-causal,causal,Haber
"Gout was associated  with higher risk of venous thromboembolism, particularly when the patient was not in  hospital and regardless of exposure to urate-lowering therapy.",non-causal,causal,Haber
Those early studies were directed toward examining the spring vegetation green-up and subsequent summer and fall dry-down .,non-causal,causal,semeval
"They found that after the protein was manufactured in the nucleus , it traveled outward through the cell ' s many branching dendrites and eventually settled in .",non-causal,causal,semeval
"He went on to add that "" in so doing you not only return a nation to its people, but you will destroy the war machine of a ruthless dictator. """,non-causal,causal,ctb
Lung cancer treatment and prognosis is critically dependent on accurate staging that takes into account the extent to which cancer has spread from the primary lung tumor to other locations.,non-causal,causal,Press Release
"I placed the cache in a natural cavity , at the base of a part of the fallen arch .",non-causal,causal,semeval
Our study did not provide strong evidence of observational or genetic associations between milk intake and all-cause or cause-specific mortality.,non-causal,causal,Haber
"The champion cornered Thompson toward the end of the sixth , and landed punches to the head though no single blow appeared to cause serious damage . ""He's strong and he's world heavyweight champion for a reason . """,non-causal,causal,esl2
"In an interview, W. Brent LeGere, chairman and chief executive officer, said he expects revenue in the latest quarter to total about $ 28 million. Mr. LeGere attributed the earnings increase to growth in the company's longhaul trucking insurance lines and the ability to keep premium rates firm.",non-causal,causal,ctb
The addition of disintegrants could further accelerate the drug release from the tablet .,non-causal,causal,semeval
